2,Quadrant 1 split,0.019562209,0.139923432,1.0612595,2,10,0.1,0.0001,25,1000,0
2,Quadrant 2 split,0.0196396,0.140132495,1.0399164,2,10,0.1,0.0001,25,100,0
3,Radial 50% split,0.05762065,0.240665741,1.7990907,2,10,0.1,0.0001,25,100,0
3,Radial 50% split,0.03889323,0.198973978,1.3863188,2,10,0.1,0.0001,25,100,0
3,Radial 50% split,0.03977053,0.198700284,1.4497368,2,10,0.1,0.0001,25,250,0
3,Radial 50% split,0.017199177,0.131393275,0.9762203,2,10,0.1,0.0001,25,250,0
3,Radial 50% split,0.014697893,0.120820803,0.90255594,2,10,0.1,0.0001,25,350,0
1,0.9,0.016472647,0.128218237,0.96699256,2,10,0.1,0.0001,25,350,0
1,0.9,0.009733446,0.098604998,0.7281951,2,10,0.1,0.0001,25,1000,0
2,Quadrant 1 split,0.22581245,0.475112821,3.4854198,2,10,0.1,0.0001,25,2000,0
3,Radial 50% split,0.012014113,0.1094116855828153,0.8295226,2,10,0.1,0.0001,25,250,0
